p-a-price-generated,P_price,P_number,X,Y
10.70,7.35,-1443,835077.7117633346,109040.41824769609
10.15,,-1444,828877.7117633346,109084.15562599138
11.30,,-1445,820577.7117633345,109040.41824769607
11.25,12.65,-1446,817477.7117633345,109040.41824769793
11.20,12.65,-1447,814977.7117633345,109040.41824769793
11.15,13.35,-1448,812477.7117633345,109040.41824769793
12.40,13.35,-1356,881680.0243660904,88430.0978551354
12.50,,-1357,884780.0243660905,88430.0978551354
12.55,,-1358,887280.0243660905,88430.0978551354
12.60,13.05,-1359,889780.0243660905,88430.0978551354
13.30,,-1360,895380.0243660905,88430.0978551354
13.20,,-1361,897880.0243660905,88430.0978551354
13.15,13.35,-1362,900980.0243660822,88430.09785513542
12.25,,-1363,903480.0243660822,88430.09785513542
12.95,,-1364,905980.0243660822,88430.09785513542
13.70,,-1365,909080.0243660823,88430.09785513542
13.75,,-1366,911580.0243660823,88430.09785513542
,,-1367,914098.3679728067,77817.26238558856
12.90,,-1368,911598.3679728066,77817.26238558856
12.85,,-1369,909098.3679728066,77817.2623855867
12.20,,-1371,903548.3679728066,77817.26238558668
12.70,13.35,-1372,901048.3679728066,77817.26238558668
12.10,13.35,-1374,895448.3679728066,77817.26238558668
12.65,,-1375,892948.3679728066,77817.26238558482
12.60,,-1376,889648.3679728066,77817.26238558668
11.95,,-1377,887148.3679728066,77817.26238558668
12.50,13.15,-1378,884648.3679728066,77817.26238558482
11.85,,-1380,879048.3679728066,77817.26238558479
12.30,,-1381,876548.3679728066,77817.26238558293
12.40,,-1382,876548.3679728066,72517.25823738021
12.50,12.85,-1384,881548.3679728066,72517.25823738021
12.60,12.85,-1385,884648.3679728066,72517.26238560714
12.05,,-1386,887148.3679728066,72517.25823738254
12.70,,-1387,889648.3679728066,72517.25823738254
12.75,11.05,-1388,892948.3679728066,72517.26238560947
12.75,12.35,-1390,898548.3679728067,72517.25823738487
12.85,12.85,-1391,901048.3679728066,72517.26238560947
12.90,12.85,-1393,906048.3679728066,72517.26238558945
13.00,12.85,-1394,909098.3679728066,72517.25823738487
13.05,,-1395,911598.3679728067,72517.26238560947
,,-1396,914098.3679728067,72517.26238560947
10.95,,-1455,794030.024359811,86300.09786230636
10.90,,-1456,794030.024359811,83200.09785639386
10.50,,-1457,794030.024359811,80700.09785639339
10.50,8.15,-1458,794030.024359811,78200.09785639339
11.15,,-1461,794030.024359811,69500.09785639339
11.30,,-1464,794030.024359811,61400.09785639339
11.45,10.35,-1467,794030.0243598012,53300.09785640224
11.05,,-1552,783230.0243597927,66400.09785639292
10.45,9.25,-1555,783230.0243597927,74506.3629166339
10.45,8.95,-1556,783230.0243597927,78200.09785639292
10.40,,-1557,783230.0243597927,80706.3629166339
10.75,,-1558,783230.0243597927,83200.09785639292
10.30,,-1560,783230.0243597927,88800.09786230636
10.30,,-1561,783230.0243597927,91300.09786230682
10.10,,-1529,773480.0243597939,25150.097862305898
11.00,12.85,-1530,775980.0243597939,25150.097862305898
11.05,11.85,-1531,779080.0243597939,25150.097862305898
11.10,12.55,-1533,784080.0243597939,25150.097862305898
,,-1534,784080.0243597939,30550.097862305895
11.20,,-1535,781580.0243597939,30550.097862304032
11.15,13.05,-1536,779080.0243597939,30550.097862304032
11.05,13.05,-1537,775980.0243597939,30550.097862304032
11.15,13.25,-1539,770980.0243597939,30550.097862304025
10.70,,-1538,773480.0243597939,30550.097862304032
11.20,,-1540,767880.0243597939,30550.097862305887
11.20,13.05,-1541,765380.0243597939,30550.097862305887
10.80,,-1542,762280.0243597939,30550.097862305887
,,-1543,760080.0243597939,31550.097862305887
11.40,12.85,-1470,823151.8624907489,30841.761969705654
11.35,,-1471,820651.8624907489,30841.761969705654
11.85,12.85,-1472,818151.8624907489,30841.761969705654
11.80,12.85,-1473,815051.8624907489,30841.761969705654
11.20,,-1474,812551.8624907489,30841.761969705654
11.70,12.65,-1475,810051.8624907489,30841.761969705654
12.25,12.85,-1476,806951.8624907489,30841.761969705654
11.60,12.85,-1477,804451.8624907489,30841.761969705654
11.55,12.85,-1478,801951.8624907489,30841.761969705654
10.90,12.65,-1480,796351.8624907489,30841.761969705654
11.40,12.85,-1481,793851.8624907489,30841.761969705654
11.30,12.05,-1482,793851.8624907489,25541.76196970565
10.80,,-1483,796351.8624907489,25541.757816435118
10.85,,-1484,798851.8624907489,25541.757816435114
10.30,10.85,-1485,801951.8624907489,25541.757816435118
,,-1512,759965.8383847318,8988.141339336746
10.40,13.15,-1513,762165.8383847318,8988.141339336744
11.30,,-1514,765265.8383847318,8988.141339336744
11.25,13.55,-1515,767765.8383847318,8994.406399577707
11.60,13.35,-1516,770865.8383847318,8988.141339336744
11.15,13.15,-1517,773365.8383847318,8994.406399577707
11.60,13.15,-1518,775865.8383847318,8988.141339336744
11.10,,-1519,778965.8383847318,8988.141339336744
11.05,12.85,-1521,783965.8383847318,8988.141339336744
10.60,12.65,-1523,781465.8383847318,14288.141346508859
11.05,12.85,-1524,778965.8383847318,14288.141339336744
11.05,,-1525,775865.8383847318,14288.141339336744
10.25,12.65,-1526,773365.8383847316,14288.14133933674
10.25,10.85,-1527,770865.8383847316,14288.141346506993
11.05,12.85,-1490,793915.8383784523,8988.141339336755
11.15,12.85,-1492,798915.8383784523,8988.141339336755
11.20,13.35,-1493,802015.8383784523,8988.141339336755
11.20,,-1494,804515.8383784523,8988.141339336755
11.60,13.15,-1495,807015.8383784523,8988.141339336755
11.30,13.35,-1496,810115.8383784523,8988.141339336755
10.80,,-1497,812615.8383784523,8988.141339336755
11.40,13.35,-1498,815115.8383784523,8988.141339336755
11.45,13.35,-1499,818215.8383784523,8988.141339336755
10.95,,-1500,820715.8383784523,8988.141339336755
11.00,13.55,-1501,823215.8383784523,8988.141339336755
,,-1502,826815.8383784522,8988.141339336755
11.10,12.85,-1489,793915.8383784523,14288.141339334426
10.25,10.65,-1486,802015.8383784523,14288.14133933443
10.70,,-1487,798915.8383784523,14288.141339336293
10.65,,-1488,796415.8383784523,14288.141339336293
11.20,,-1509,764131.1764828927,-1169.3295585717246
11.50,,-1511,759131.1764828927,-1163.0644983307607
11.90,,-1503,819496.2347168537,-1811.8586606632457
11.85,,-1504,816996.2347168537,-1811.858660663247
11.65,,-1505,814496.2347168537,-1811.8586606632484
11.15,11.55,-1506,790165.8383784523,-1811.8586606632457
11.15,11.85,-1507,787665.8383784523,-1811.8586606632457
11.60,11.75,-1508,784515.8383847318,-1811.8586606632457
10.90,,-1619,758730.0243618675,160500.09786152406
10.95,,-1620,756230.0243618675,160500.09786152406
,,F2001,1076363.4811793375,286400.00752520066
10.65,,F2002,1078863.4811742615,286400.0075249655
10.60,10.45,F2003,1081363.4811742615,286400.0075249655
10.55,,F2004,1084463.4811858942,286400.0075249655
10.50,,F2006,1089463.4811858942,286400.0075249655
10.45,,F2007,1092563.481137075,286400.00752496585
10.45,,F2008,1095063.481137075,286400.00752496585
10.40,,F2009,1098563.481137075,286400.00752496574
10.35,,F2010,1101063.481137075,286400.00752496574
10.35,,F2011,1104213.481137075,286400.00752496574
9.95,9.25,F2012,1106713.481137075,286400.00752496574
10.25,,F2013,1109213.481137075,286400.00752496574
10.25,9.45,F2014,1112313.481137075,286400.00752496574
10.20,8.75,F2015,1114813.481137075,286400.00752496574
,,F2016,1120413.481137075,286400.00752496574
10.15,,F2017,1122913.481137075,286400.00752496574
10.20,,F2018,1125413.481137075,286400.00752496574
10.20,,F2019,1128513.481137075,286400.00752496574
10.30,9.45,F2021,1133513.481137075,286400.00752496574
10.35,,F2022,1136913.4811721651,286400.00752496574
10.45,,F2024,1141913.4811721651,286400.00752496574
10.50,,F2025,1145113.4811721651,286400.00752496574
10.05,,F2026,1147613.4811721651,286400.00752496574
10.55,,F2027,1150113.4811721651,286400.00752496574
10.50,,F2028,1153313.4811721651,286400.00752496574
10.00,,F2029,1155813.4811721651,286400.00752496574
10.40,,F2030,1158313.4811721651,286400.00752496574
10.35,,F2031,1161413.481178435,286400.00752496574
9.35,,F2032,1163913.481178435,286400.00752496574
,,F2033,1166413.481178435,286400.00752496574
10.75,,F2034,1081363.4811658058,275600.0075246924
11.05,,F2035,1084463.4811690364,275600.0075219733
11.05,,F2037,1089463.4811696166,275600.00752551266
10.60,,F2038,1092563.4811690364,275600.0075219733
10.55,,F2039,1095063.4811690364,275600.0075219733
10.55,,F2040,1098563.4811722147,275600.0075219733
10.50,,F2041,1101063.4811722147,275600.0075219733
10.45,,F2042,1104163.4811722147,275600.0075246924
10.10,,F2043,1106663.4811722147,275600.0075246924
10.40,,F2044,1109163.4811658533,275600.0075246924
10.35,9.45,F2045,1112213.4811722504,275600.0075248117
10.65,4.45,F2048,1141913.4811721647,275600.00752496574
10.70,,F2049,1145113.4811721647,275600.00752496574
10.20,,F2050,1147613.4811721647,275600.00752496574
10.75,,F2051,1150113.4811721647,275600.00752496574
10.70,,F2052,1153313.4811721647,275600.00752496574
10.15,,F2053,1155813.4811721647,275600.00752496574
10.60,,F2054,1158313.4811721647,275600.00752496574
10.55,,F2055,1161413.4811721647,275600.00752496574
10.50,,F2056,1163913.4811721647,275600.00752496574
9.95,,F2057,1166413.4811721647,275600.00752496574
,,F2058,1076363.48153925,270300.00759191316
10.60,,F2059,1098563.4811722147,270200.0075218425
10.55,,F2060,1101063.4811722147,270200.0075186987
10.50,,F2061,1104163.4811722147,270200.0075218425
10.15,,F2062,1106663.4811722147,270200.0075218425
10.45,,F2063,1109163.4811722147,270200.0075186987
10.40,8.95,F2064,1112263.481172165,270200.00752211595
9.05,4.05,F2065,1123786.4811721651,269420.00751991937
15.25,,F2066,1161413.4811712962,269500.0075360129
14.00,,F2067,1163913.4811712962,269500.0075360129
,,F2068,1166413.4811712962,269500.0075360129
10.75,10.75,F2069,1133813.4811730345,263500.00752856536
10.80,,F2070,1136913.4811730345,263500.00752856536
10.30,,F2071,1139413.4811730345,263500.00752856536
10.85,,F2072,1141913.481173034,264200.0075360129
,,F2073,1145013.4811712962,264200.0075360129
10.95,,F2074,1147513.4811712962,264200.0075360129
11.00,10.95,F2075,1150013.4811712962,264200.0075360129
10.90,10.95,F2076,1153313.4811565375,264200.0075345772
10.30,,F2077,1155813.4811565375,264200.0075345772
10.80,10.45,F2078,1158313.4811565375,264200.0075345772
,,F2079,1104163.4811721651,259400.00755389783
10.50,,F2080,1106663.4811721651,259400.00755389783
10.45,,F2081,1109163.4811721651,259400.00755389783
10.60,,F2082,1120363.4811721651,259400.00755389783
10.65,10.75,F2083,1122863.4811721651,259400.00755389783
16.30,,F2084,1112263.4815278952,254100.00762084333
16.25,,F2085,1114763.4813983021,254100.0076208431
10.75,,F2086,1123863.4811721651,254600.0075538976
10.45,8.45,F2087,1105563.4811715093,252550.00751696012
11.85,,F2088,1147513.481185728,253400.00753601294
11.85,,F2089,1150013.481185728,253400.00753601294
11.15,,F2090,1153113.4811721654,253400.00753601294
,,F2091,1123863.4811721651,252100.0075538976
16.25,,F2092,1110863.4810741975,249500.00766358615
15.50,,F2093,1110863.4810899554,247000.00766358626
16.15,,F2094,1110863.4811057132,244500.00766358638
16.10,,F2095,1110863.4811057132,241450.00753691242
,,F2096,1095263.4811721395,238750.01885058495
10.60,,F2097,1105563.481172165,238950.0075172912
,,F2098,1105563.481172165,236450.0075172912
10.35,9.65,F2099,1177013.4811784443,178110.00751905257
10.90,11.65,F2101,1182013.4811784443,178110.00751905257
11.00,,F2102,1185113.4811784443,178110.00751905257
10.50,11.45,F2103,1187613.4811784443,178110.00751905257
11.05,11.65,F2104,1190113.4811784443,178110.00751905257
11.15,12.25,F2105,1193213.4811784443,178110.00751905257
10.65,,F2106,1195713.4811784443,178110.0075190507
11.20,,F2107,1198213.4811784443,178110.0075190507
11.30,,F2108,1201313.4811784443,178110.00751905257
10.80,,F2109,1203813.4811784443,178110.0075190507
10.80,,F2110,1206313.4811784443,178110.0075190507
,,F2111,1198213.4811721647,167303.74245881182
11.50,,F2112,1201313.4811721647,167303.74245880972
10.30,,F2113,1203813.4811721647,167310.0075190528
,,F2114,1206313.4811721647,167303.74245881182
10.35,10.65,F2115,1126713.481178444,157500.00752496786
9.95,10.75,F2116,1129213.481178444,157500.00752496786
10.50,10.95,F2117,1131713.481178444,157500.00752496577
10.55,10.95,F2118,1134813.481178444,157500.00752496786
10.55,10.95,F2119,1137313.481178444,157500.00752496786
11.25,,F2122,1145413.6149035722,157493.74246472688
10.35,,F2124,1159251.823117062,157493.74245880972
10.90,10.15,F2125,1161751.823117062,157500.00751905268
11.00,10.15,F2126,1164251.823117062,157500.00751905268
11.00,10.15,F2127,1167351.823117062,157500.0075190507
10.35,,F2130,1131381.5218997414,151950.00751904343
10.45,10.45,F2131,1134885.764307869,151950.00751904343
10.50,10.25,F2132,1137231.5218997416,151950.0075190528
10.55,,F2133,1140433.1971468064,151950.0075190528
10.10,,F2134,1142831.5218997416,151950.0075190528
10.60,7.45,F2135,1145331.5218997416,151950.0075190528
10.65,,F2136,1148654.8054759456,151450.0075190528
10.20,,F2137,1151131.5218997416,151950.0075190528
10.75,10.45,F2138,1153631.5218997416,151950.0075190528
10.80,,F2139,1156780.4615354356,151950.0075190528
10.35,,F2140,1159231.5218997416,151950.0075190528
10.90,,F2141,1161731.5218997416,151943.74245881182
10.95,9.95,F2142,1164686.9181353166,151943.74245881182
11.00,10.15,F2143,1167331.5218997416,151950.0075190528
8.85,5.1,F2145,1131738.1603705937,141150.00751905268
10.25,,F2146,1134952.602008676,141650.00751905268
10.30,,F2147,1137588.1603705932,141150.00751905268
10.35,,F2148,1140577.8511875442,141150.00751905268
10.45,9.65,F2150,1145501.6101559096,141150.00751905268
10.50,,F2151,1148859.5900906485,141150.00751905268
10.05,,F2152,1151488.1603705932,141150.00751905268
10.60,,F2153,1153988.1603705932,141150.00751905268
10.65,8.65,F2154,1156879.8277072918,141150.00751905268
10.15,,F2155,1159588.1603705932,141150.0075190507
10.70,,F2156,1162088.1603705932,141150.00751905268
10.75,,F2157,1164588.1603705932,141150.00751905268
10.65,10.95,F2120,1140413.481178444,157500.00752496786
10.85,,F2123,1156751.823117062,157500.00751904873
9.85,,F2128,1126381.5218997414,151950.00765842354
10.15,7.9,F2144,1128737.7942288988,141143.7424588117
9.90,,-2518,1094816.734184193,205900.00751666512
10.00,,-2511,1059373.4185376444,201949.75558202303
9.60,,-2514,1087366.734184214,200850.00751666466
10.30,11.45,-2499,1051316.734184193,167150.00751579137
9.90,,-215,1101859.5588160737,189950.0075166636
9.80,,-225,1106859.5588160737,173850.0075166656
9.45,,-2479,1067416.7341842132,172700.00752179508
10.95,,-2477,1071867.5118922987,162100.00752179508
10.35,,-2498,1056116.734184201,160250.0075217953
10.30,,-2497,1058616.734184201,160250.0075217953
,,-2496,1061116.734184201,160250.0075217953
9.80,,-2454,1083516.7341842132,161500.00752179508
10.25,10.65,-239,1118172.7248089104,157500.00751666256
9.10,,-2447,1053216.7341842134,145310.0075002885
,,-261,1122859.5588160732,141650.00751666256
9.25,,-2417,1051566.7341842127,129840.00751666517
,,-2420,1060516.7341452858,125250.00750028809
10.60,,-2101,1167466.7341904924,124550.00751666255
9.95,11.55,-2409,1083966.7341922023,107900.0075002871
10.55,,-2387,1082966.734184213,42474.22080348893
11.20,12.45,-2325,1119166.734190493,-1999.992477422155
10.45,8.75,-202,1105809.558573622,227733.23623631676
10.35,,-203,1105809.558573622,224033.23623466396
10.30,8.25,-205,1105809.558816074,219033.23623466396
10.25,,-206,1105809.558816074,215933.23623466396
9.75,,-207,1105809.558816074,213433.23623466396
10.15,,-208,1105809.558816074,210933.23623466396
10.10,,-210,1105809.558816074,205333.23623466396
10.00,,-212,1105809.558573622,199726.97117442297
9.95,,-213,1105809.558573622,196633.2362346636
9.50,7.55,-214,1105809.558573622,194126.97117442262
9.95,,-2519,1094816.734184193,208400.00751666512
10.00,,-2520,1094816.734184193,211500.00751666512
9.60,,-2521,1094816.734184193,214000.00751666512
10.05,,-2522,1094816.734184193,216500.00751666512
9.70,,-2524,1094816.734184193,222100.00751666512
10.20,,-2525,1094816.734184193,224600.00751666512
10.30,7.75,-2527,1094816.734184193,230800.00751831793
9.90,10.65,-2515,1089866.7339417622,200850.00751666466
9.85,9.05,-2516,1092966.733941762,200850.00751666466
9.85,,-2517,1095466.733941762,200850.00751666466
10.00,,-2512,1069873.418780096,201949.75558202303
10.00,,-2513,1079473.4190225478,201949.75558202303
9.55,,-2501,1051316.734184193,172700.0075217945
9.85,,-2502,1051316.734184193,175200.0075217945
9.80,,-2503,1051316.734184193,178300.0075217945
9.80,10.75,-2505,1051316.734184193,183300.0075217945
9.85,10.85,-2506,1051316.734184193,186400.0075217945
9.55,,-2507,1051316.734184193,188900.0075217945
9.90,,-2508,1051316.734184193,191400.0075217945
9.95,,-2509,1051316.734184193,194500.0075217945
,,-2510,1051316.734184193,197000.0075217945
9.75,,-2480,1067416.7341842132,175200.00752179508
9.75,,-2481,1067416.7341842132,178300.00752179508
9.40,,-2482,1067416.7341842132,180800.00752179508
9.75,,-2483,1067416.7341842132,183300.00752179508
9.75,,-2484,1067416.7341842132,186400.00752179508
9.45,,-2485,1067416.7341842132,188900.00752179508
9.85,,-2486,1067416.7341842132,191400.00752179438
9.85,,-2487,1062116.7341842132,191400.00752179438
9.50,,-2488,1062116.7341842132,188900.00752179508
9.75,10.95,-2489,1062116.7341842132,186400.00752179508
9.75,,-2490,1062116.7341842132,183300.00752179508
9.40,,-2491,1062116.7341842132,180800.00752179508
9.70,10.85,-2492,1062116.7341842132,178300.00752179508
9.70,,-2493,1062116.7341842132,175200.00752179508
9.80,,-2495,1062116.7341842132,170200.00752179508
9.45,10.75,-2455,1083516.7341842132,164600.00752179508
9.85,,-2456,1083516.7341842132,167100.00752179508
9.85,10.45,-2459,1083516.7341842132,175200.00752179508
9.75,10.25,-2462,1083516.7341842132,183300.00752179508
9.80,,-2463,1083516.7341842132,186467.23950677502
9.50,,-2464,1083516.7341842132,188900.00752179508
9.85,,-2465,1083516.7341842132,191400.00752179508
9.95,,-2466,1078275.2253017959,191400.0075217945
,,-2453,1083516.7341842132,158400.00752179508
9.55,,-2467,1078275.2253017959,188900.00752179508
9.85,10.85,-2468,1078275.2253017959,186400.00752179508
9.50,10.75,-2470,1078275.2253017959,180800.00752179508
9.75,,-2471,1078275.2253017959,178300.00752179508
9.75,,-2472,1078275.2253017959,175200.00752179508
9.75,,-2474,1078275.2253017959,170200.00752179508
9.85,10.75,-2476,1078275.2253017959,164600.00752179508
9.40,,-217,1096259.5588160737,189950.0075166636
9.80,,-218,1093759.5588160737,189950.0075166636
9.85,,-219,1093759.5588160737,184650.0075166656
9.50,,-221,1098759.5588160737,184643.74245642262
10.00,,-222,1101859.5588160737,184643.74245642262
9.10,,-223,1104361.0512433283,184650.0075166636
,,-224,1106859.5588160737,184643.74245642262
9.75,,-226,1104359.5588160737,173850.0075166656
10.15,,-227,1101859.5588160737,173850.0075166656
9.65,,-229,1096259.5588160737,173850.0075166635
10.00,8.95,-230,1093759.5588160737,173850.0075166635
10.10,10.45,-233,1098759.5588160737,168300.0075166656
10.15,,-234,1101859.5588160737,168300.0075166656
9.75,,-235,1104359.5588160737,168300.0075166656
10.25,10.45,-236,1106859.5588160737,168300.0075166656
10.30,,-237,1109959.5588160737,168300.0075166656
10.35,9.75,-238,1112459.5588160737,168300.0075166656
10.20,,-240,1115072.7248089104,157500.00751666454
9.70,,-241,1112572.7248089104,157493.74245642356
10.15,10.65,-242,1110072.7248089104,157493.74245642356
10.10,10.45,-243,1106972.7248089104,157500.00751666454
9.60,,-244,1104472.7248089104,157493.74245642356
10.00,10.25,-245,1101972.7248089104,157500.00751666454
9.50,,-247,1096372.7248089104,157500.00751666256
9.85,,-248,1093872.7248089104,157500.00751666256
9.80,,-249,1093872.7248089104,151950.00737728455
9.40,,-251,1098872.7248089104,151950.00737728455
9.90,,-252,1101972.7248089104,151950.00737728455
9.55,,-253,1104472.7248089104,151950.00737728455
10.00,10.25,-254,1106972.7248089104,151950.00751666466
10.05,10.25,-255,1110072.7248089104,151950.00737728455
9.65,10.25,-256,1112572.7248089104,151950.00737728455
10.10,10.45,-257,1115072.7248089104,151950.00737728455
10.15,10.45,-258,1118122.7248089104,151950.00737728455
10.20,8.75,-259,1120622.72481519,151950.00737728455
,,-260,1122822.72481519,151326.50049570962
9.00,,-2448,1060266.7341842158,145310.0075002885
9.05,,-2449,1066966.7341842104,145310.0075002885
9.40,,-2450,1073866.7341842102,145310.0075002885
8.65,,-2451,1081543.3854029367,145310.0075002885
9.70,,-2452,1084043.3854029367,145310.0075002885
9.25,,-2418,1054066.7341842127,129840.00751666517
,,-2419,1056816.7341474146,129840.00751666511
9.65,,-2434,1084216.7341474146,135900.00751666262
9.65,,-2435,1081716.7341474146,135900.00751666262
9.70,,-2436,1079216.7341474146,135900.00751666262
9.70,,-2437,1076116.7341474146,135900.00751666262
9.75,,-2438,1073616.7341474146,135900.00751666262
9.75,,-2439,1071116.7341474146,135900.00751666262
9.80,,-2440,1068016.7341474146,135900.00751666262
9.85,,-2441,1065516.7341474146,135893.74245642163
9.85,,-2442,1062416.7341474146,135893.74245642163
9.90,,-2443,1059916.7341474146,135900.00751666262
9.15,,-2445,1054316.7341474146,135900.00751666262
,,-2446,1051816.7341474146,135900.00751666262
10.05,8.05,-262,1120659.5588160732,141650.00751666256
10.00,,-263,1118159.5588160732,141650.00751666256
9.95,,-264,1115109.5588160732,141650.00751666454
9.50,,-265,1112609.5588160732,141650.00751666454
9.85,8.75,-266,1110109.5588160732,141650.00751666454
9.85,,-267,1107009.5588160732,141650.00751666454
9.40,,-268,1104509.5588160732,141650.00751666454
9.75,,-269,1102009.5588160732,141650.00751666454
9.30,,-271,1096409.5588160732,141650.00751666454
9.65,,-272,1093909.5588160732,141650.00751666454
9.70,,-273,1093909.5588160732,136100.00751666664
9.35,,-275,1098909.5588160732,136100.00751666664
9.85,,-276,1102009.5588160732,136100.00751666664
9.45,,-277,1104509.5588160732,136100.00751666664
9.85,,-278,1107009.5588160732,136100.00751666664
9.85,,-279,1110109.5588160732,136100.00751666664
9.50,,-280,1112609.5588160732,136100.00751666664
9.95,,-281,1115109.5588160732,136100.00751666664
9.95,,-282,1118209.5588160732,136100.00751666873
9.60,,-283,1120709.5588160723,136100.00751666873
8.45,6.45,-284,1122909.559058524,135100.00799055156
9.70,7.95,-285,1127109.558822352,136100.0075166661
9.65,,-286,1129609.558822351,136100.00750724625
10.10,,-287,1132109.558822351,136100.00749825998
10.15,,-288,1135209.558822352,136100.00748970782
10.20,8.75,-289,1137709.558822352,136100.00748169326
10.25,,-290,1140809.558822352,136100.0074741123
10.35,,-292,1145809.558822352,136100.0074741123
10.40,,-293,1149109.558822352,136100.0074741123
9.95,,-294,1151609.558822352,136100.0074741123
10.45,,-295,1154109.558822352,136100.0074741123
10.55,,-296,1157209.558822352,136100.0074741123
10.10,,-297,1159709.558822352,136100.0074741123
10.60,,-298,1162209.558822352,136100.0074741123
10.65,,-299,1165309.558822352,136100.0074741123
,,-2100,1167616.7341904913,136100.0074741123
10.05,10.35,-2421,1060516.7341452858,122743.74244004714
10.10,12.35,-2422,1059470.7588825999,119368.1024627051
10.10,12.15,-2423,1061970.7588825999,119374.36752294605
15.40,,-2424,1065070.7593254247,119368.10244316536
15.35,,-2425,1067570.7596754548,119374.36748764846
15.40,,-2426,1070670.7596754548,119374.36748764846
14.80,,-2427,1073170.7595537624,119374.3674718906
9.90,,-2428,1075670.7595905608,119374.36741298508
,,-2429,1078770.7595905608,119374.36741298508
9.85,,-2430,1081270.7595905608,119374.36741298508
9.85,,-2431,1083770.7595537624,119374.36741298508
9.80,,-2432,1083052.068768022,122391.71707448312
9.75,,-2433,1083052.068768023,125191.72366585648
10.60,,-2102,1164966.7341904924,124550.00751666255
10.55,,-2103,1161866.7341904924,124550.00751666441
10.10,,-2104,1159366.7341904924,124550.00751666441
10.45,,-2105,1156866.7341904924,124550.00751666255
10.40,,-2106,1153766.7341904924,124550.00751666441
10.00,,-2107,1151266.7341904924,124550.00751666441
10.35,,-2108,1148766.7341904924,124550.00751666441
9.85,,-2110,1142966.7341904924,124550.00751666441
10.25,,-2111,1140466.7341904924,124543.74245642345
10.20,,-2112,1137366.7341904924,124543.74245642345
10.15,,-2113,1134866.7341904924,124550.00751666441
10.15,,-2114,1131766.7341835338,124543.74245642345
9.80,,-2115,1129266.7341835338,124550.00751324867
9.80,6.45,-2116,1126766.7341904915,124550.00751324867
9.80,9.45,-2117,1122866.734184213,124550.00751324867
9.75,,-2118,1120366.734184213,124550.00751324867
10.10,,-2119,1117866.734184213,124550.00751324867
10.10,,-2120,1114766.734184213,124550.00751324867
9.65,,-2121,1112266.734184213,124543.74245300771
10.00,,-2122,1109766.734184213,124543.74245300771
10.00,,-2123,1106666.734184213,124550.00751325053
9.55,,-2124,1104166.734184213,124543.74245300957
10.00,,-2125,1101666.734184213,124550.00751325053
9.50,,-2127,1096066.734184213,124550.00751325053
9.85,,-2128,1093566.734184213,124550.00751325053
9.95,,-2129,1093566.734184213,119150.00737387252
10.00,11.25,-2131,1098566.734184213,119150.00737387252
10.05,,-2132,1101666.734184213,119150.00737387252
,,-2133,1104166.734184213,119150.00737387252
10.10,,-2134,1106666.734184213,119150.00737387252
10.10,11.25,-2135,1109766.734184213,119150.00737387252
9.70,,-2136,1112266.734184213,119150.00737387252
10.15,,-2137,1114766.734184213,119150.00737387252
10.20,,-2138,1117866.734184213,119150.00737387252
9.80,,-2139,1120366.734184213,119150.00737387252
9.85,9.95,-2140,1122866.734184213,119150.00737387252
9.90,,-2141,1126766.7341904924,119143.74231363156
9.85,,-2142,1129266.7341904924,119143.74231363156
10.25,,-2143,1131766.7341835338,119150.00737387252
10.25,10.25,-2144,1134866.7341835338,119143.74231363156
10.25,,-2145,1137366.7341835338,119150.00737387252
10.30,,-2146,1140466.7341904999,119150.00737387252
10.40,,-2148,1145466.7341904999,119150.00737387252
10.45,,-2149,1148766.7341904999,119150.00737387252
10.05,8.55,-2150,1151266.7341904999,119150.00737387252
10.50,,-2151,1153766.7341904999,119150.00737387252
10.55,,-2152,1156866.7341904999,119150.00737387252
10.15,,-2153,1159366.7341904999,119150.00737387252
10.60,,-2154,1161866.7341904999,119150.00737387252
10.65,9.75,-2155,1164966.7341904999,119150.00737387252
10.70,6.75,-2156,1167466.7341904999,119150.00737387252
10.30,11.55,-2410,1081466.7341922023,107900.0075002871
9.20,,-2411,1078066.734434654,107893.74291392897
10.40,,-2412,1075866.7341922023,107893.74244004615
11.05,,-2413,1071434.5181122066,109401.50345789689
10.30,,-2414,1062166.7341904927,107893.74244004615
9.90,,-2415,1059666.7341904927,107900.0075002871
10.70,10.55,-2416,1057166.7341904927,107900.0075002871
10.90,10.4,-2389,1082966.734184213,49852.5693335868
10.10,,-2391,1082966.7341842134,55452.569333587264
10.40,,-2392,1082966.7341842134,57952.569333587264
10.00,9.15,-2394,1082966.7341842134,63552.569333578416
10.35,,-2395,1082966.7341842134,66052.56933357842
9.90,8.05,-2398,1082966.7341842134,74352.56933357842
9.85,7.95,-2399,1082966.7341842134,77852.56933357842
9.75,9.05,-2403,1082966.7341842134,88452.56933949162
10.05,,-2404,1082966.7341842134,90952.56933949208
10.10,10.05,-2406,1082966.7341842134,97152.56932766522
10.35,10.55,-2408,1082966.7341842134,103602.56931720204
10.75,,-2326,1116666.734190493,-1999.992477422155
10.95,,-2327,1114166.734190493,-1999.992477422155
10.95,11.15,-2328,1093566.7341842132,-1999.9924993883292
10.55,11.65,-2329,1089966.7341842132,-1999.9924993883292
10.50,10.85,-2330,1087316.7341842132,-1999.9924774223878
10.90,11.25,-2331,1084166.7341904927,-1999.9924774223878
